Species	Isobase_id	Name	Ensembl_gene	KEGG	GO
mm	mm14406	Cfdp1	ENSMUSG00000031954		
sc	sc3875	SWC5	YBR231C		
hs	hs13999	CFDP1	ENSG00000153774		

#Cluster id: 3422
#Entropy: 0.0
#Isologs:
dm	dm3559	Su(var)2-10	FBgn0003612	K04706	GO:0017151|GO:0008270|GO:0003676|GO:0003677
mm	mm5164	Pias2	ENSMUSG00000025423	K04706	GO:0035259|GO:0003676|GO:0030331|GO:0003702|GO:0050681|GO:0019789|GO:0008270|GO:0005515|GO:0003677|GO:0046872|GO:0016563
sc	sc1104	NFI1	YOR156C		GO:0046872|GO:0016874|GO:0008270|GO:0003676|GO:0019789
sc	sc639	SIZ1	YDR409W		GO:0043566|GO:0019789|GO:0008270|GO:0003676|GO:0046872|GO:0016874
hs	hs6345				

