Species	Isobase_id	Name	Ensembl_gene	KEGG	GO
sc	sc675	RSC2	YLR357W		GO:0008094|GO:0003677
hs	hs571	PBRM1	ENSG00000163939		GO:0003682|GO:0005515|GO:0003677

#Cluster id: 4675
#Entropy: 0.0
#Isologs:
ce	ce7785	Q93230_CAEEL	C17E4.6		GO:0003700|GO:0003677
ce	ce6209	Q8MYL8_CAEEL	Y54G11A.14		
dm	dm7973	YL-1	FBgn0032321	K00653	GO:0003700|GO:0004402
mm	mm10917	Vps72	ENSMUSG00000008958		GO:0003700|GO:0003677
sc	sc907	VPS72	YDR485C		GO:0003700|GO:0042393|GO:0003677
sc	sc866				
hs	hs11551	VPS72	ENSG00000163159		GO:0003700|GO:0003702

#Cluster id: 4787
#Entropy: 0.0
#Isologs:
ce	ce2173	mes-3	F54C1.3		
sc	sc2032	PAC11	YDR488C		GO:0008574|GO:0003777
sc	sc313	NUP133	YKR082W		GO:0005198
hs	hs11632	HOMER3	ENSG00000051128		GO:0008022|GO:0019904|GO:0005515

