#Cluster id: 6
#Entropy: 0.0
#Isologs:
hs	hs571	PBRM1	ENSG00000163939		GO:0003682|GO:0005515|GO:0003677

#Cluster id: 4675
#Entropy: 0.0
#Isologs:
ce	ce7785	Q93230_CAEEL	C17E4.6		GO:0003700|GO:0003677
ce	ce6209	Q8MYL8_CAEEL	Y54G11A.14		
dm	dm7973	YL-1	FBgn0032321	K00653	GO:0003700|GO:0004402
mm	mm10917	Vps72	ENSMUSG00000008958		GO:0003700|GO:0003677
sc	sc907	VPS72	YDR485C		GO:0003700|GO:0042393|GO:0003677
sc	sc866				
hs	hs11551	VPS72	ENSG00000163159		GO:0003700|GO:0003702

#Cluster id: 4787
#Entropy: 0.0
#Isologs:
ce	ce2173	mes-3	F54C1.3		
sc	sc2032	PAC11	YDR488C		GO:0008574|GO:0003777
sc	sc313	NUP133	YKR082W		GO:0005198
hs	hs11632	HOMER3	ENSG00000051128		GO:0008022|GO:0019904|GO:0005515

#Cluster id: 6
#Entropy: 0.0
#Isologs:
ce	ce7408	T23O_CAEEL	C28H8.11		GO:0004833|GO:0005506|GO:0016491
ce	ce9426	gale-1	C47B2.6	K01784	GO:0016857|GO:0050662|GO:0003824|GO:0005488|GO:0003854|GO:0003978
dm	dm7996	CG12030	FBgn0035147	K01784	GO:0050662|GO:0003978
dm	dm10904	CG6685	FBgn0036062		
mm	mm11653	Gale	ENSMUSG00000028671	K01784	GO:0016857|GO:0016853|GO:0050662|GO:0003824|GO:0005488|GO:0003978
sc	sc1197	GAL10	YBR019C	K01784|K01785	GO:0050662|GO:0016614|GO:0016853|GO:0016616|GO:0004034|GO:0030246|GO:0003824|GO:0005488|GO:0003978|GO:0016491
sc	sc6115				
sc	sc1628	SPT8	YLR055C		GO:0017025|GO:0003702|GO:0003712
sc	sc1686	RTG2	YGL252C		GO:0030528
hs	hs12067	GALE	ENSG00000117308	K01784	GO:0050662|GO:0003978|GO:0005488|GO:0042803|GO:0016853

#Cluster id: 117
#Entropy: 0.0
#Isologs:
ce	ce18000	M117.3	M117.3		GO:0019904
mm	mm16140	Ywhaz	ENSMUSG00000022285	K06630	GO:0032403|GO:0019904|GO:0005515
sc	sc4212	BMH1	YER177W	K06630	GO:0003688|GO:0019904|GO:0005515
hs	hs15756	YWHAZ	ENSG00000164924|NP_003397.1	K06630	GO:0032403|GO:0008134|GO:0019904|GO:0005515

#Cluster id: 142
#Entropy: 0.0
#Isologs:
ce	ce7395	METK3_CAEEL	C06E7.1	K00789	GO:0004478|GO:0005524
ce	ce7386	METK4_CAEEL	C06E7.3	K00789	GO:0004478|GO:0005524
ce	ce7393	METK5_CAEEL	T13A10.11	K00789	GO:0004478|GO:0005524
ce	ce7421	sams-1	C49F5.1	K00789	GO:0004478|GO:0005524
ce	ce8761				
dm	dm6867	M(2)21AB	FBgn0005278	K00789	GO:0004478|GO:0005524
mm	mm10129	Mat2a	ENSMUSG00000053907	K00789	GO:0000166|GO:0016740|GO:0046872|GO:0005524|GO:0004478
sc	sc3158	SAM1	YLR180W	K00789	GO:0046872|GO:0016740|GO:0004478|GO:0005524|GO:0000166
sc	sc3137	SAM2	YDR502C	K00789	GO:0000166|GO:0016740|GO:0046872|GO:0005524|GO:0004478
hs	hs10656	MAT2A	ENSG00000168906		GO:0046872|GO:0016740|GO:0004478|GO:0005524|GO:0000166

#Cluster id: 153
#Entropy: 1.58496
#Isologs:
ce	ce1691	TG325_CAEEL	C38D4.5		GO:0005515
dm	dm4358	CycG	FBgn0039858		GO:0016538
dm	dm1281				
dm	dm1160	CG2052	FBgn0039905		GO:0008270|GO:0003676
mm	mm17644	Snap25	ENSMUSG00000027273	K08508	GO:0005515|GO:0047485|GO:0000149|GO:0017022|GO:0005249|GO:0017075
sc	sc1484	YKU80	YMR106C	K10885	GO:0016787|GO:0004003|GO:0042162|GO:0004386|GO:0005488|GO:0003677|GO:0000166|GO:0003684|GO:0005524|GO:0003723
sc	sc2307	CLB2	YPR119W	K02220	GO:0016538
hs	hs1620	VCL	ENSG00000035403|P18206		GO:0008013|GO:0045294|GO:0045296|GO:0005198|GO:0003779|GO:0002166|GO:0017048|GO:0005515

#Cluster id: 154
#Entropy: 0.0
#Isologs:
ce	ce5924	hda-1	C53A5.3	K06067	GO:0004407|GO:0003714
ce	ce4953	hda-2	C08B11.2		GO:0004407|GO:0003714
dm	dm4975	Rpd3	FBgn0015805	K06067	GO:0004407|GO:0003714|GO:0005515
mm	mm7796	AC163648.2	ENSMUSG00000061062		
mm	mm7761	Hdac1	ENSMUSG00000028800	K06067	GO:0016787|GO:0003700|GO:0004407|GO:0008134|GO:0003714|GO:0016564|GO:0005515|GO:0003677|GO:0032403|GO:0003682
sc	sc2765	RPD3	YNL330C	K06067	GO:0043565|GO:0016787|GO:0003714|GO:0003713|GO:0004407
sc	sc2609	HOS2	YGL194C		GO:0004407|GO:0045129|GO:0017136|GO:0016787
sc	sc2464	HOS1	YPR068C		GO:0016787|GO:0004407
hs	hs8312	HDAC1	ENSG00000116478|NP_004955.2	K06067	GO:0016787|GO:0003700|GO:0004407|GO:0008134|GO:0019899|GO:0016566|GO:0016563|GO:0005515|GO:0033558|GO:0042826|GO:0042802

#Cluster id: 171
#Entropy: 0.0
#Isologs:
ce	ce16517	ubc-14	Y87G2A.9	K04555	GO:0019787
dm	dm11948	crl	FBgn0015374	K04555	GO:0004842
mm	mm19318	Ube2g2	ENSMUSG00000009293	K04555	GO:0019787|GO:0016874|GO:0004842|GO:0005524|GO:0000166
sc	sc5171	UBC7	YMR022W	K04555	GO:0019787|GO:0016874|GO:0004842|GO:0005524|GO:0000166
hs	hs18577	UBE2G2	ENSG00000184787	K04555	GO:0016874|GO:0004842|GO:0005524|GO:0005515|GO:0000166

#Cluster id: 191
#Entropy: 1.37878
#Isologs:
ce	ce16468	cyn-7	Y75B12B.2	K01802	GO:0003755
dm	dm11992				
dm	dm10583	Cyp1	FBgn0004432	K09565	GO:0016538|GO:0003755
mm	mm19337	AC120869.1	ENSMUSG00000062933	K03767	
mm	mm18336				
mm	mm18475				
sc	sc5190	CPR1	YDR155C	K01802	GO:0016018|GO:0042277|GO:0016853|GO:0003755
sc	sc3716	CPR4	YCR069W	K01802	GO:0016853|GO:0003755
sc	sc3830	CPR8	YNR028W	K01802	GO:0016853|GO:0003755
hs	hs18571	PPIA	ENSG00000196262|ENSG00000198618|NP_066953.1	K03767	GO:0042277|GO:0005515|GO:0051082|GO:0046790|GO:0003755|GO:0016853

#Cluster id: 202
#Entropy: 0.650022
#Isologs:
ce	ce7646	rad-51	Y43C5A.6	K04482	GO:0008094|GO:0017111|GO:0003697|GO:0000166|GO:0003684|GO:0005524
dm	dm8280	spn-A	FBgn0003479	K04482	GO:0008094|GO:0000150|GO:0003684|GO:0005524|GO:0005515
mm	mm11912	Rad51	ENSMUSG00000027323	K04482	GO:0008094|GO:0017111|GO:0000166|GO:0005515|GO:0003677|GO:0003684|GO:0005524
sc	sc3001	RAD51	YER095W	K04482	GO:0008094|GO:0003684|GO:0000150|GO:0017111|GO:0000166|GO:0003677|GO:0046983|GO:0046982|GO:0003697|GO:0005524
sc	sc2537	RAD57	YDR004W	K10958	GO:0008094|GO:0017111|GO:0000166|GO:0003677|GO:0046982|GO:0005524
hs	hs12357	RAD51	ENSG00000051180	K04482	GO:0008022|GO:0017111|GO:0003684|GO:0043142|GO:0042802|GO:0005515|GO:0003690|GO:0000166|GO:0003697|GO:0005524

#Cluster id: 211
#Entropy: 0.0
#Isologs:
ce	ce13126	pal-1	C38D4.6	K09312	GO:0043565|GO:0003700|GO:0003702|GO:0003705|GO:0030528|GO:0003677
dm	dm4920	wdb	FBgn0027492		GO:0008601|GO:0004722
dm	dm8564	CG32568	FBgn0052568		GO:0008601
mm	mm8992				
sc	sc1016	RTS1	YOR014W		GO:0008601|GO:0004722
hs	hs7289	PPP2R5C	ENSG00000078304		GO:0008601|GO:0005515

#Cluster id: 231
#Entropy: 0.0
#Isologs:
ce	ce8272				
dm	dm7511	rl	FBgn0003256	K04371	GO:0004705|GO:0004674|GO:0004707|GO:0005524|GO:0005515
mm	mm11243	Mapk1	ENSMUSG00000063358	K04371	GO:0031435|GO:0008134|GO:0016301|GO:0016740|GO:0030528|GO:0000166|GO:0004674|GO:0004707|GO:0005524|GO:0005515|GO:0004672|GO:0016908|GO:0008353|GO:0001784
mm	mm13781				
sc	sc3398	FUS3	YBL016W	K04371	GO:0016301|GO:0016740|GO:0000166|GO:0004674|GO:0004707|GO:0004672|GO:0005524
hs	hs11634	MAPK1	ENSG00000100030	K04371	GO:0031435|GO:0008134|GO:0016301|GO:0016740|GO:0000166|GO:0004674|GO:0004707|GO:0005524|GO:0005515|GO:0003677|GO:0016908|GO:0001784

#Cluster id: 281
#Entropy: 0.0
#Isologs:
ce	ce8070	Q9N3T2_CAEEL	Y47G6A.8	K04799	GO:0004518|GO:0003824|GO:0048256|GO:0005515|GO:0003677
dm	dm7355	Fen1	FBgn0025832	K04799	GO:0004519|GO:0048256|GO:0003677
mm	mm10533	Fen1	ENSMUSG00000024742		GO:0016787|GO:0004518|GO:0004519|GO:0004527|GO:0000287|GO:0030145|GO:0003824|GO:0048256|GO:0003677|GO:0046872
sc	sc3154	RAD27	YKL113C	K04799	GO:0016787|GO:0008409|GO:0000014|GO:0004518|GO:0004519|GO:0017108|GO:0003824|GO:0003677|GO:0046872
hs	hs11038	FEN1	ENSG00000168496|NP_004102.1	K04799	GO:0016787|GO:0000287|GO:0004519|GO:0004527|GO:0017108|GO:0030145|GO:0004523|GO:0008409|GO:0005515|GO:0003677|GO:0003690|GO:0008309|GO:0003684

#Cluster id: 313
#Entropy: 0.0
#Isologs:
ce	ce19143	ELOF1_CAEEL	Y54G11A.11		
dm	dm13790	CG40228	FBgn0063670		
dm	dm13793	CG6244	FBgn0036531		
mm	mm23076	Elof1	ENSMUSG00000013822		GO:0003746|GO:0046872
mm	mm23104				
sc	sc5382	ELF1	YKL160W		GO:0016944|GO:0046872
hs	hs21544	ELOF1	ENSG00000130165|NP_115753.1		GO:0046872

#Cluster id: 424
#Entropy: 0.918296
#Isologs:
ce	ce1078	isw-1	F37A4.8		GO:0016787|GO:0016818|GO:0008026|GO:0004386|GO:0031491|GO:0003676|GO:0003677|GO:0005524
ce	ce486	Q22944_CAEEL	C52B9.8		GO:0004386|GO:0003676|GO:0005524|GO:0003677
dm	dm1475	Iswi	FBgn0011604	K01509	GO:0008094|GO:0005515|GO:0000166|GO:0031491|GO:0016887|GO:0003677|GO:0003678|GO:0016251|GO:0004386|GO:0005524
mm	mm1631	Smarca5	ENSMUSG00000031715	K01529	GO:0016787|GO:0016818|GO:0003676|GO:0030528|GO:0000166|GO:0031491|GO:0016563|GO:0005515|GO:0003677|GO:0004386|GO:0005524
mm	mm3676				
sc	sc350	ISW2	YOR304W		GO:0016787|GO:0015616|GO:0016818|GO:0004386|GO:0031491|GO:0003676|GO:0003677|GO:0000166|GO:0003697|GO:0005524
hs	hs1932	SMARCA5	ENSG00000153147	K01529	GO:0016787|GO:0016818|GO:0042393|GO:0016887|GO:0003702|GO:0004386|GO:0031491|GO:0016563|GO:0005515|GO:0003677|GO:0000166|GO:0005524

#Cluster id: 624
#Entropy: 0.0
#Isologs:
ce	ce18135	SPT4H_CAEEL	F54C4.2		GO:0008159|GO:0008270
dm	dm13143	spt4	FBgn0028683		GO:0003682|GO:0008270|GO:0008159
mm	mm21616	Supt4h1	ENSMUSG00000020485		
sc	sc6133	SPT4	YGR063C		GO:0016944|GO:0003701|GO:0046872|GO:0008159|GO:0008270
hs	hs20562		ENSG00000108372|NP_003159.1		

#Cluster id: 726
#Entropy: 0.0
#Isologs:
ce	ce6019	mys-1	VC5.4		GO:0003682|GO:0016747
dm	dm4673	Tip60	FBgn0026080	K00653	GO:0003682|GO:0004402
mm	mm7024	Kat5	ENSMUSG00000024926	K00653	GO:0003682|GO:0004402|GO:0008134|GO:0008415|GO:0016740|GO:0016747|GO:0005515|GO:0032403|GO:0046872|GO:0003713
sc	sc2662	ESA1	YOR244W	K00653	GO:0016740|GO:0003682|GO:0004402|GO:0016747|GO:0010485
sc	sc817	SAS3	YBL052C		GO:0008415|GO:0016740|GO:0046872|GO:0004402|GO:0016747
hs	hs8919		NP_874368.1		

#Cluster id: 816
#Entropy: 0.0
#Isologs:
ce	ce18493	TIM13_CAEEL	DY3.1		
dm	dm13654	Tim13	FBgn0036204	K10836	GO:0015450
mm	mm22795	Timm13	ENSMUSG00000020219		GO:0046872
sc	sc6075	TIM13	YGR181W		GO:0008565|GO:0046872
hs	hs21226	TIMM13	ENSG00000099800		GO:0046872|GO:0008270|GO:0005515

#Cluster id: 817
#Entropy: 0.721928
#Isologs:
ce	ce6674	rfl-1	F11H8.1	K10686	GO:0003824|GO:0008641|GO:0005524|GO:0005488
dm	dm6103	CG13343	FBgn0033882	K10686	GO:0008641|GO:0005524|GO:0019788
dm	dm3019	Uba2	FBgn0029113	K10685	GO:0004839|GO:0019948|GO:0008641|GO:0005524|GO:0005515
mm	mm8335	Uba3	ENSMUSG00000030061		GO:0019781|GO:0016874|GO:0008641|GO:0000166|GO:0016881|GO:0003824|GO:0016564|GO:0005488|GO:0046982|GO:0016922|GO:0005524
sc	sc3905	UBA3	YPR066W	K10686	GO:0019781|GO:0008641|GO:0000166|GO:0003824|GO:0005488|GO:0016874|GO:0005524
sc	sc2649	YKL027W	YKL027W		GO:0003824|GO:0005488
hs	hs8848	UBA3	ENSG00000144744|NP_003959.2	K10686	GO:0019781|GO:0016874|GO:0000166|GO:0016881|GO:0016564|GO:0005515|GO:0046982|GO:0016922|GO:0005524

#Cluster id: 1029
#Entropy: 0.721928
#Isologs:
ce	ce17	dhc-1	T21E12.4	K10413	GO:0008574|GO:0008017|GO:0017111|GO:0000166|GO:0005524|GO:0016887|GO:0003777
dm	dm27	Dhc64C	FBgn0010349	K10413	
dm	dm125	kl-3	FBgn0001314	K01509	GO:0008017|GO:0042623|GO:0003774|GO:0003777|GO:0005524
mm	mm13	Dync1h1	ENSMUSG00000018707		GO:0005515|GO:0017111|GO:0000166|GO:0003777|GO:0016887|GO:0003774|GO:0005524
sc	sc2	DYN1	YKR054C	K10413	GO:0017111|GO:0000166|GO:0003777|GO:0016887|GO:0003774|GO:0005524
hs	hs26	DYNC1H1	ENSG00000197102	K10413	GO:0005524|GO:0000166|GO:0003777|GO:0005515|GO:0042623

#Cluster id: 1188
#Entropy: 0.0
#Isologs:
dm	dm7887	Sirt2	FBgn0038788		GO:0017136|GO:0008270|GO:0070403
mm	mm15716	Sirt3	ENSMUSG00000025486		GO:0016787|GO:0051287|GO:0016811|GO:0008270|GO:0070403|GO:0046872
sc	sc3377	HST2	YPL015C		GO:0016787|GO:0051287|GO:0016811|GO:0017136|GO:0008270|GO:0070403|GO:0046872
sc	sc2645	HST3	YOR025W		GO:0016787|GO:0004407|GO:0016811|GO:0008270|GO:0070403|GO:0003677|GO:0046872
hs	hs10518	SIRT3	ENSG00000142082|NP_036371.1		GO:0016787|GO:0070403|GO:0016811|GO:0008270|GO:0005515|GO:0003950|GO:0046872

#Cluster id: 1194
#Entropy: 0.0
#Isologs:
mm	mm14681	Snrpa	ENSMUSG00000061479	K11091	GO:0003723|GO:0003676|GO:0000166
sc	sc3914	MUD1	YBR119W		GO:0003729|GO:0030619|GO:0003723|GO:0003676|GO:0000166
hs	hs14560	SNRPA	ENSG00000077312	K11091	GO:0003723|GO:0005515|GO:0000166

#Cluster id: 1219
#Entropy: 0.0
#Isologs:
ce	ce13492	rsp-3	Y111B2A.18		GO:0003676|GO:0000166
dm	dm9951	SF2	FBgn0040284		GO:0003729|GO:0005515|GO:0003676|GO:0000166
mm	mm16010	Sfrs1	ENSMUSG00000018379		GO:0050733|GO:0003723|GO:0003676|GO:0000166
sc	sc2810	GBP2	YCL011C		GO:0042162|GO:0003677|GO:0003723|GO:0003676|GO:0000166
hs	hs15651	SFRS1	ENSG00000136450		GO:0003723|GO:0005515|GO:0000166

#Cluster id: 1266
#Entropy: 0.0
#Isologs:
dm	dm9308	Cp36	FBgn0000359		GO:0005213
sc	sc4122	YKL023W	YKL023W		
hs	hs17860		CAB66803.1		

#Cluster id: 1299
#Entropy: 0.0
#Isologs:
mm	mm3630	Ezh2	ENSMUSG00000029687		GO:0018024|GO:0042054|GO:0016740|GO:0005515|GO:0003677|GO:0008168|GO:0003682
sc	sc1084	SET2	YJL168C	K05302	GO:0008168|GO:0016740|GO:0042054|GO:0046975|GO:0018024
hs	hs4469		NP_694543.1		

#Cluster id: 1386
#Entropy: 0.0
#Isologs:
ce	ce8324	Q8IAA3_CAEEL	Y71H2AM.20		GO:0019211
dm	dm7057	Ptpa	FBgn0016698		GO:0008160
dm	dm6559	CG2104	FBgn0037365		GO:0008160
dm	dm6420	CG8509	FBgn0030696		GO:0008160
mm	mm12597	Ppp2r4	ENSMUSG00000039515		GO:0019211|GO:0000166|GO:0016853|GO:0003755|GO:0005524
sc	sc3075	RRD1	YIL153W		GO:0019211|GO:0008601|GO:0016853|GO:0003755
sc	sc3364	RRD2	YPL152W	K01802	GO:0019211|GO:0008601|GO:0016853|GO:0003755
hs	hs11737	PPP2R4	ENSG00000119383		GO:0051721|GO:0003755|GO:0016853|GO:0000166|GO:0008160|GO:0016887|GO:0008601|GO:0005102|GO:0046982|GO:0005524|GO:0042803

#Cluster id: 1467
#Entropy: 0.918296
#Isologs:
ce	ce10300	unc-130	C47G2.2		GO:0003700|GO:0043565|GO:0016566
dm	dm6009	fd59A	FBgn0004896	K09411	GO:0003700|GO:0043565
mm	mm7534	Foxd2	ENSMUSG00000055210	K09397	GO:0003700|GO:0043565|GO:0003677
mm	mm8482				
sc	sc2368	FKH1	YIL131C		GO:0003700|GO:0043565|GO:0019237|GO:0003704|GO:0003677
hs	hs8017	FOXD2	ENSG00000186564	K09397	GO:0003700|GO:0043565

#Cluster id: 1470
#Entropy: 0.0
#Isologs:
ce	ce2208	klp-7	K11D9.1	K10393	GO:0005524|GO:0003777
ce	ce16077				
mm	mm3907	Kif2c	ENSMUSG00000028678		GO:0000166|GO:0003774|GO:0003777|GO:0005524
mm	mm19743				
sc	sc1169	KIP2	YPL155C		GO:0000166|GO:0003777|GO:0005524|GO:0003774
hs	hs4262	KIF2C	ENSG00000142945	K10393	GO:0051010|GO:0000166|GO:0003777|GO:0005515|GO:0019237|GO:0005524

#Cluster id: 1500
#Entropy: 0.0
#Isologs:
ce	ce17606	Q22798_CAEEL	T26A5.8	K02326	GO:0043565|GO:0003677
mm	mm20257	Pole3	ENSMUSG00000028394	K02326	GO:0043565|GO:0016779|GO:0003887|GO:0016740|GO:0005515|GO:0003677
sc	sc4892	DPB4	YDR121W	K02326	GO:0003887|GO:0016740|GO:0003690|GO:0016779|GO:0003677
hs	hs19264	POLE3	ENSG00000148229	K02326	GO:0003887|GO:0043565|GO:0016740|GO:0016779|GO:0005515

#Cluster id: 1816
#Entropy: 0.0
#Isologs:
ce	ce13261	chn-1	T09B4.10	K09561	GO:0030544|GO:0051087|GO:0031625|GO:0004842|GO:0005488
dm	dm9220	CHIP	FBgn0027052	K09561	GO:0004842|GO:0005488
mm	mm14061	Stub1	ENSMUSG00000039615	K09561	GO:0030674|GO:0030544|GO:0051879|GO:0030911|GO:0034450|GO:0004842|GO:0005488|GO:0005515|GO:0031072|GO:0016874|GO:0042803
sc	sc5924	TAH1	YCR060W		GO:0051087|GO:0005488
hs	hs13881	STUB1	AAD33400.1|ENSG00000103266|NP_005852.1		GO:0030674|GO:0030544|GO:0051879|GO:0030911|GO:0034450|GO:0019899|GO:0046332|GO:0019900|GO:0016874|GO:0051787|GO:0005515|GO:0004842|GO:0042803

#Cluster id: 1881
#Entropy: 0.0
#Isologs:
ce	ce6113	YQS1_CAEEL	F21H12.1		
ce	ce3546	O17939_CAEEL	K08F9.2		
dm	dm5504				
dm	dm10962	CG6434	FBgn0036972		
mm	mm6487	Rbbp5	ENSMUSG00000026439		GO:0005515
sc	sc2818	SWD1	YAR003W		GO:0042800
hs	hs6992	RBBP5	ENSG00000117222		GO:0010843|GO:0042800|GO:0005515

#Cluster id: 2111
#Entropy: 0.0
#Isologs:
ce	ce238				
ce	ce90	ssl-1	Y111B2A.22		GO:0004386|GO:0003676|GO:0005524|GO:0003677
dm	dm78	dom	FBgn0020306	K01509	GO:0008094|GO:0004386|GO:0005515|GO:0003677|GO:0016251|GO:0005524
mm	mm1492	Ino80	ENSMUSG00000034154		GO:0016787|GO:0004386|GO:0003676|GO:0003677|GO:0000166|GO:0005524
sc	sc128	SWR1	YDR334W		GO:0016787|GO:0016887|GO:0042623|GO:0008094|GO:0000166|GO:0003676|GO:0003677|GO:0004386|GO:0005198|GO:0005524
hs	hs107		NP_006653.1		

#Cluster id: 2133
#Entropy: 0.0
#Isologs:
ce	ce2026	Q9NEW7_CAEEL	Y111B2A.17		GO:0003735
dm	dm2448	StIP	FBgn0033540		GO:0061133
mm	mm2863	Elp2	ENSMUSG00000024271		GO:0019901|GO:0005515
sc	sc924	ELP2	YGR200C		
hs	hs3272	ELP2	ENSG00000134759		GO:0016944|GO:0003677

#Cluster id: 2165
#Entropy: 0.970951
#Isologs:
dm	dm2309	Sir2	FBgn0024291	K11121	GO:0004407|GO:0017136|GO:0008270|GO:0070403
mm	mm3719	Sirt1	ENSMUSG00000020063	K01463	GO:0016787|GO:0016811|GO:0017136|GO:0016564|GO:0008270|GO:0070403|GO:0046872
sc	sc2231	HST1	YOL068C	K11121	GO:0016787|GO:0045129|GO:0051287|GO:0016811|GO:0017136|GO:0008270|GO:0070403|GO:0046872
sc	sc1849	SIR2	YDL042C	K11121	GO:0031491|GO:0032041|GO:0016787|GO:0051287|GO:0016811|GO:0017136|GO:0046970|GO:0008270|GO:0070403|GO:0046872|GO:0046969
hs	hs4003	SIRT1	ENSG00000096717	K01463	GO:0019213|GO:0042393|GO:0070403|GO:0003714|GO:0017136|GO:0008022|GO:0019899|GO:0034979|GO:0016564|GO:0016811|GO:0019904|GO:0005515|GO:0003950|GO:0046872|GO:0002039|GO:0042802|GO:0008270

#Cluster id: 2287
#Entropy: 0.0
#Isologs:
ce	ce7144	PCID2_CAEEL	C27F2.10		
dm	dm7127	CG7351	FBgn0036184	K01047	GO:0047499
mm	mm10000	Pcid2	ENSMUSG00000038542		
sc	sc2843	CSN12	YJR084W		
sc	sc2582	THP1	YOL072W		GO:0003690|GO:0003723
hs	hs9110	PCID2	ENSG00000126226		GO:0005515

#Cluster id: 2347
#Entropy: 0.0
#Isologs:
ce	ce1466	KDM4_CAEEL	Y48B6A.11	K06709	
dm	dm6082	CG33182	FBgn0053182	K06709	GO:0051864|GO:0032454|GO:0016564
mm	mm1505	Kdm4b	ENSMUSG00000024201		GO:0005515|GO:0016702|GO:0008270|GO:0003676|GO:0046872|GO:0016491
mm	mm16221	Kdm4d	ENSMUSG00000053914		GO:0046872|GO:0016702|GO:0016491
sc	sc905	RPH1	YER169W		GO:0043565|GO:0016566|GO:0051864|GO:0032453|GO:0032454|GO:0008270|GO:0003677|GO:0046872
hs	hs7313	KDM4D	ENSG00000186280		GO:0046872|GO:0016702|GO:0016491

#Cluster id: 2447
#Entropy: 0.0
#Isologs:
ce	ce1245	hdac-6	F41H10.6		GO:0033558|GO:0008270
dm	dm1180	HDAC6	FBgn0026428	K01463	GO:0004407|GO:0008270
mm	mm1285	Hdac6	ENSMUSG00000031161		GO:0016787|GO:0005515|GO:0004407|GO:0003779|GO:0048487|GO:0043130|GO:0008270|GO:0042903|GO:0046872
sc	sc1168	HDA1	YNL021W		GO:0016787|GO:0003682|GO:0004407
hs	hs1354	HDAC6	ENSG00000094631		GO:0048156|GO:0003779|GO:0019899|GO:0005515|GO:0016787|GO:0042826|GO:0008017|GO:0031593|GO:0008013|GO:0016566|GO:0008270|GO:0042903|GO:0004407|GO:0043014|GO:0046872|GO:0051879|GO:0070840

#Cluster id: 2682
#Entropy: 0.0
#Isologs:
ce	ce13066	Q18776_CAEEL	C52B11.2		GO:0005249|GO:0005515
dm	dm10958	CG32810	FBgn0025394		GO:0005216|GO:0005249|GO:0005515
dm	dm7228				
mm	mm14255	Kctd17	ENSMUSG00000033287		
sc	sc547	UFD2	YDL190C	K10597	GO:0034450|GO:0004842
hs	hs13359	KCTD17	ENSG00000100379		GO:0005249|GO:0042802

#Cluster id: 2771
#Entropy: 0.0
#Isologs:
ce	ce2684	sel-1	F45D3.5	K07126	GO:0005488
dm	dm2322	CG10221	FBgn0028475	K07126	GO:0005488
mm	mm3220	Sel1l	ENSMUSG00000020964	K07126	GO:0005488
sc	sc811	HRD3	YLR207W	K07126	GO:0004842|GO:0005488
sc	sc1514	ACK1	YDL203C	K07126	GO:0005488
hs	hs3541	SEL1L	ENSG00000071537	K07126	GO:0005515

#Cluster id: 2802
#Entropy: 0.0
#Isologs:
ce	ce933	polg-1	Y57A10A.15	K02332	GO:0003887|GO:0003677
dm	dm1170	tam	FBgn0004406	K02332	GO:0003887|GO:0008296|GO:0003677
mm	mm1041	Polg	ENSMUSG00000039176		GO:0016779|GO:0004527|GO:0003887|GO:0016740|GO:0005515|GO:0003677
sc	sc228	MIP1	YOR330C	K02332	GO:0016779|GO:0008408|GO:0003887|GO:0016740|GO:0003676|GO:0003677
hs	hs1270	POLG	ENSG00000140521	K02332	GO:0016779|GO:0005515|GO:0003887|GO:0016740|GO:0002020|GO:0003677

#Cluster id: 2966
#Entropy: 0.0
#Isologs:
mm	mm12236	Shox2	ENSMUSG00000027833	K09331	GO:0003700|GO:0043565|GO:0030528|GO:0003677
sc	sc3407	YHP1	YDR451C		GO:0003700|GO:0043565|GO:0016566|GO:0030528|GO:0003677
hs	hs17773	SHOX2	ENSG00000168779	K09331	GO:0003700|GO:0043565

#Cluster id: 3162
#Entropy: 0.0
#Isologs:
ce	ce12725	prx-19	F54F2.8		
dm	dm9168	CG5325	FBgn0032407		
dm	dm10627	HLHm3	FBgn0002609	K09090	GO:0003700|GO:0043565|GO:0003677|GO:0030528|GO:0016566
mm	mm14219				
mm	mm14257	Pex19	ENSMUSG00000003464		GO:0005515
sc	sc649	VID22	YLR373C		GO:0046872|GO:0003677
sc	sc1473	YCR061W	YCR061W		
sc	sc971	YDR119W	YDR119W		
hs	hs13992	PEX19	ENSG00000162735		GO:0047485|GO:0005515

#Cluster id: 3175
#Entropy: 0.0
#Isologs:
ce	ce13408	cids-1	C02F5.4		
ce	ce3048	cids-2	F36A2.1		
ce	ce1759	PCF11_CAEEL	R144.2		
dm	dm7544	CG9018	FBgn0035318		
mm	mm12449	Rprd1b	ENSMUSG00000027651		
sc	sc2936	RTT103	YDR289C		GO:0003677
hs	hs12854	RPRD1B	ENSG00000101413		

#Cluster id: 3294
#Entropy: 1.52193
#Isologs:
dm	dm5652	stg	FBgn0003525	K01104	GO:0004726|GO:0004725|GO:0008138
dm	dm6521	twe	FBgn0002673	K01104	GO:0004725|GO:0008138
mm	mm8285	Cdc25c	ENSMUSG00000044201	K05867	GO:0016787|GO:0004725|GO:0004721|GO:0005515
sc	sc1909	MIH1	YMR036C	K02555	GO:0016787|GO:0004725|GO:0004721
hs	hs8561	CDC25C	ENSG00000158402	K05867	GO:0016787|GO:0004725|GO:0004721|GO:0005515|GO:0050699

#Cluster id: 3320
#Entropy: 0.0
#Isologs:
ce	ce19238	Q9XWU7_CAEEL	Y37D8A.8		
mm	mm20439				
sc	sc1538	SLX5	YDL013W		GO:0016874|GO:0004842|GO:0032183|GO:0008270
hs	hs19437	MDK	ENSG00000110492|NP_002382.1	K06828	GO:0008083|GO:0008201

#Cluster id: 3340
#Entropy: 0.0
#Isologs:
