Species	Isobase_id	Name	Ensembl_gene	KEGG	GO
hs	hs3118	EXO1	ENSG00000174371	K10746	GO:0016787|GO:0043566|GO:0008409|GO:0004519|GO:0004527|GO:0004523|GO:0045145|GO:0048256|GO:0005515|GO:0003677|GO:0035312|GO:0046872|GO:0051908

#Cluster id: 3342
#Entropy: 0.0
#Isologs:
ce	ce5935	Q21004_CAEEL	F58G6.1		GO:0005515
dm	dm3957	Amph	FBgn0027356		GO:0005515
mm	mm15829	Bin3	ENSMUSG00000022089		GO:0005515
sc	sc4227	RVS161	YCR009C		GO:0008092
hs	hs15512	BIN3	ENSG00000147439		GO:0005515|GO:0008093

#Cluster id: 3728
#Entropy: 0.0
#Isologs:
dm	dm3901	Arp8	FBgn0030877		GO:0005200|GO:0005515
dm	dm7531	Arp53D	FBgn0011743		GO:0005200
mm	mm5119	Actr8	ENSMUSG00000015971		GO:0005515
sc	sc698	ARP8	YOR141C		GO:0043140
hs	hs5498	ACTR8	ENSG00000113812		GO:0005515

#Cluster id: 3921
#Entropy: 0.918296
#Isologs:
mm	mm14592	Ccnd2	ENSMUSG00000000184	K10151	GO:0019901|GO:0005515
sc	sc3180	CLB6	YGR109C	K06651	GO:0016538
hs	hs14339	CCND2	ENSG00000118971	K10151	GO:0019901|GO:0005515

#Cluster id: 4297
#Entropy: 0.0
#Isologs:
ce	ce3518	polh-1	F53A3.2	K03509	GO:0003887|GO:0003684
dm	dm2026	DNApol-eta	FBgn0037141	K03509	GO:0003887|GO:0003684
mm	mm4219	Polh	ENSMUSG00000023953	K03509	GO:0016779|GO:0003887|GO:0016740|GO:0003677|GO:0046872|GO:0003684
sc	sc1470	RAD30	YDR419W	K03509	GO:0016779|GO:0003887|GO:0016740|GO:0003677|GO:0046872|GO:0003684
hs	hs4391	POLH	ENSG00000170734	K03509	GO:0003887|GO:0046872|GO:0016779|GO:0016740|GO:0003684

#Cluster id: 4626
#Entropy: 0.0
#Isologs:
ce	ce5809	cfi-1	T23D8.8		GO:0003677
dm	dm1922	retn	FBgn0004795		GO:0003700|GO:0016564|GO:0016563|GO:0003677
mm	mm5438	Arid3a	ENSMUSG00000019564		GO:0003700|GO:0003677|GO:0005515|GO:0042803
mm	mm8993	Arid3c	ENSMUSG00000066224		GO:0003677
mm	mm20229				
sc	sc172	ECM5	YMR176W		GO:0046872|GO:0008270|GO:0003677
hs	hs5966	ARID3A	ENSG00000116017		GO:0003700|GO:0005515|GO:0042803

#Cluster id: 4655
#Entropy: 0.0
#Isologs:
ce	ce1034	lin-40	T27C4.4		GO:0003700|GO:0043565|GO:0008270|GO:0003677
sc	sc1034	SET3	YKR029C	K07117	GO:0035064|GO:0008757|GO:0016278|GO:0016279|GO:0016741|GO:0008170|GO:0008276|GO:0008270|GO:0008168|GO:0046872
hs	hs4361	MTA1	ENSG00000182979		GO:0003700|GO:0043565|GO:0046872|GO:0008270|GO:0005515

