Species	Isobase_id	Name	Ensembl_gene	KEGG	GO
mm	mm4945	Bud13	ENSMUSG00000032077		
sc	sc4218	BUD13	YGL174W		
hs	hs5593	BUD13	ENSG00000137656		

#Cluster id: 4852
#Entropy: 0.0
#Isologs:
ce	ce5069				
ce	ce4967	set-18	T22A3.4		GO:0008270
ce	ce4044	set-30	ZC8.3		GO:0008270
dm	dm5826	Bzd	FBgn0011566	K07117	GO:0008270|GO:0003743
dm	dm8824				
dm	dm5337	CG12119	FBgn0030102		GO:0016564
dm	dm5357	CG9642	FBgn0034183		GO:0016564
dm	dm5115	CG8503	FBgn0033917		GO:0016564|GO:0008270
mm	mm9170	Smyd3	ENSMUSG00000055067	K07117	GO:0008168|GO:0016740|GO:0046872|GO:0008270|GO:0018024
sc	sc3243	SET6	YPL165C	K07117	GO:0016740
sc	sc2075	SET5	YHR207C	K07117	GO:0008168|GO:0016740
hs	hs9754	SMYD3	ENSG00000185420	K07117	GO:0018024|GO:0016740|GO:0008270|GO:0005515|GO:0008168|GO:0046872

