Species	Isobase_id	Name	Ensembl_gene	KEGG	GO
sc	sc3553	SPT3	YDR392W		GO:0003702|GO:0003712|GO:0003677
hs	hs14937	SUPT3H	ENSG00000196284		GO:0004402|GO:0003702|GO:0003713|GO:0016986|GO:0016563|GO:0003677

#Cluster id: 4435
#Entropy: 0.0
#Isologs:
mm	mm16022				
sc	sc115	IRC20	YLR247C		GO:0019787|GO:0016787|GO:0004842|GO:0000166|GO:0016881|GO:0016879|GO:0008270|GO:0003676|GO:0003677|GO:0004386|GO:0046872|GO:0016874|GO:0005524
hs	hs15694	PCGF1	ENSG00000115289		GO:0008022|GO:0046872|GO:0008270

#Cluster id: 4439
#Entropy: 0.0
#Isologs:
mm	mm10260	Usp50	ENSMUSG00000027364		GO:0016787|GO:0008233|GO:0008234|GO:0004221
sc	sc882	UBP5	YER144C	K01072	GO:0016787|GO:0008233|GO:0008234|GO:0004843|GO:0004221
hs	hs12239	USP50	ENSG00000170236		GO:0004221

#Cluster id: 4662
#Entropy: 0.0
#Isologs:
ce	ce6319	P91153_CAEEL	C43E11.2	K08991	GO:0004518|GO:0003824|GO:0005515|GO:0003677
dm	dm6528	mus81	FBgn0040347	K08991	GO:0004518|GO:0008821|GO:0005515|GO:0003677
mm	mm6285	Mus81	ENSMUSG00000024906	K08991	GO:0016787|GO:0004518|GO:0004519|GO:0003824|GO:0005515|GO:0003677|GO:0046872
sc	sc1467	MUS81	YDR386W	K08991	GO:0016787|GO:0004518|GO:0004519|GO:0003824|GO:0003677|GO:0008821|GO:0046872
hs	hs6747	MUS81	ENSG00000172732	K08991	GO:0016787|GO:0004519|GO:0048257|GO:0005515|GO:0003677|GO:0046872

